Link,Diện tích,Hướng ban công,Hướng nhà,Khoảng giá,Mặt tiền,Nội thất,Pháp lý,Số phòng ngủ,"Số phòng tắm, vệ sinh",Số tầng,Đường vào
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/suat-ngoai-giao-mua-truc-tiep-cdt-can-gio-chiet-khau-cao-lh-pr44316327,180 m²,,,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-truong-luu-phuong-long-truong-prj-chung-cu-mt-eastmark-city/chinh-thuc-nhan-booking-gia-goc-cdt-lua-cn-vi-tri-dep-chiet-khau-tot-pr44311666,63 m²,,,50 triệu/m²,,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-hoa-su-phuong-2-21/ban-dep-gia-xinh-ngay-p2-phu-nhuan-rong-60m2-chi-4ty950-so-rieng-pr44315775,60 m²,,Tây - Nam,Thỏa thuận,4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,4 tầng,5 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-diamond-centery/em-thu-nhan-vien-cdt-chuyen-ro-hang-moi-ban-lai-celadon-city-a-c-biet-gia-va-chon-inbox-em-pr42979161,121 m²,,,"8,48 tỷ",,,Hợp đồng mua bán,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-prj-masteri-park-place/ct5-1pn-2pn-3pn-tu-6-5-ty-co-thue-dau-tu-hay-de-o-cho-gia-dinh-tre-doanh-nhan-gia-pr44315654,53 m²,Nam,Đông,"6,5 tỷ",,Đầy đủ,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/-can-gio-gia-cdt-rumor-chinh-thuc-chan-dong-thi-truong-99tr-m2-da-bao-gom-tien-xay-va-vat-pr44315228,189 m²,,,"20,8 tỷ",,,Sổ đỏ/ Sổ hồng,,,,15 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-30-4-1-xa-long-hoa-prj-vinhomes-green-paradise/booking-som-du-an-truc-tiep-vp-cdt-suat-chon-can-uu-tien-chi-100tr-suat-pr44138422,75 m²,,,Thỏa thuận,,Cơ bản,,,,,120 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/-chinh-thuc-nhan-booking-dot-cuoi-cho-thap-b-voi-chi-hon-200-lh-ngay-pkd-gamuda-land-pr44236906,68 m²,,,"4,8 tỷ",,Đầy đủ,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-n1-phuong-son-ky-prj-celadon-city/-tai-dai-lo-gamuda-mua-truc-tiep-cdt-dt-535-6m2-duoc-vi-nhu-co-may-cat-giu-tai-san-cho-ac-pr43846129,"535,6 m²",Bắc,Nam,"50,9 tỷ",8 m,Không nội thất,Hợp đồng mua bán,4 phòng,2 phòng,,61 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-sunwah-pearl/hai-yen-gio-hang-dang-ban-tai-t12-2024-1pn-5-8-ty-2pn-10-15-ty-pr41652145,105 m²,,,"15,3 tỷ",,Full.,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-pham-van-xao-phuong-phu-thanh/ban-tien-kinh-doanh-quan-tan-pr44314036,"36,9 m²",Đông - Bắc,Đông - Bắc,"5,5 tỷ",16 m,Không nội thất,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,3 tầng,16 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/hot-gamuda-land-bung-gio-40-moi-gio-hang-13-10-2025-mua-truc-tiep-cdt-cam-ket-ck-cao-nhat-pr44267601,"86,6 m²",,,"6,9 tỷ",,Cơ bản,Đang chờ sổ,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/50-can-dau-tien-suat-noi-bo-dac-ck-20-np-bt-mat-bien-gia-chi-tu-4-ty-lh-pr44024453,220 m²,,,15 tỷ,,,,,,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/shock-can-gio-chinh-thuc-cong-bo-gia-villa-view-ho-nhan-tao-800ha-gia-chi-96tr-m2-pr44313665,180 m²,,,"18,8 tỷ",,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/-gio-hang-doc-quyen-studio-2-686-ty-1pn-3-350-ty-2pn-5-523-ty-bao-thue-phi-pr44287351,"77,27 m²",,,"5,52 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tac-xuat-xa-long-hoa-prj-vinhomes-green-paradise/-pho-can-gio-gia-tot-tu-130tr-m-co-hoi-dau-tu-chu-ky-moi-pr44313351,300 m²,,,95 triệu/m²,15 m,Không nội thất,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-phung-van-cung-phuong-7-11/doc-t-phu-nhuan-chi-3-58ty-66m2-hem-oto-gan-phan-xich-long-pr44313217,"66,24 m²",,,"3,58 tỷ","4,8 m",Đầy đủ.,Sổ đỏ/ Sổ hồng,4 phòng,4 phòng,3 tầng,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-moi-xay-hxh-2295-thong-qua-kdc-sai-gon-moi-pr44112622,"79,5 m²",,Tây - Bắc,"5,95 tỷ",6 m,Đầy đủ.,Sổ đỏ/ Sổ hồng.,4 phòng,5 phòng,3 tầng,"4,5 m"
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-moi-hien-dai-hem-8m-xe-hoi-1806-tt-be-pr43614651,50 m²,,Tây,"6,1 tỷ",4 m,,Sổ đỏ/ Sổ hồng.,4 phòng,3 phòng,3 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-loc-19-1-phuong-thanh-loc-3/-sieu-rong-ngay-nga-tu-ga-tl19-4-5x14-3pn-6m-pr43673064,"61,4 m²",,Đông - Nam,"4,45 tỷ","4,5 m",Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,2 tầng,6 m
https://batdongsan.com.vn/ban-dat-duong-tran-quang-quon-xa-binh-khanh-1/chinh-chu-ban-tho-cu-quoi-chi-7-6-trieu-m2-pr44314745,1.484 m²,,,"7,6 triệu/m²",20 m,,Sổ đỏ/ Sổ hồng,,,,13 m
https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-xi-phuong-26/chdv-hem-xe-hoi-102m2-full-nt-cao-cap-doanh-thu-55tr-thang-pr43411768,102 m²,,,"11,6 tỷ",4 m,Full,Sổ đỏ/ Sổ hồng,7 phòng,7 phòng,4 tầng,5 m
https://batdongsan.com.vn/ban-dat-xa-an-phu-1/b-4056-m2-tai-cu-chi-7-ty-view-dep-nhieu-tien-ich-pr43451709,4.056 m²,,,7 tỷ,,,Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-pho-hien-dai-mt-hem-2144-hem-thang-1-set-pr43730711,49 m²,,,"4,79 tỷ",4 m,Đầy đủ.,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,2 tầng,4 m
https://batdongsan.com.vn/ban-dat-duong-le-trong-tan-phuong-son-ky/ban-vang-hem-6m-sat-mt-4-4x24m-no-hau-tai-loc-gan-aeon-mall-dh-cong-thuong-pr44313005,99 m²,,,"6,8 tỷ","4,4 m",,Sổ đỏ/ Sổ hồng,,,,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-dat-thanh_1-phuong-6-15/-to-gia-dep-thanh-hem-thong-6-3-tang-4-2x16m-65m2-3pn-chi-8-4-ty-tl-pr43657276,65 m²,,,"8,4 tỷ","4,2 m",,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,3 tầng,5 m
https://batdongsan.com.vn/ban-nha-rieng-duong-quang-trung-phuong-8-12/ban-khu-phan-lo-hiem-giam-500tr-hxh-p-8-go-vap-4-tang-4mx12m5-gia-6-ty-4-pr43836892,50 m²,,,"6,4 tỷ",4 m,Cơ bản,Sổ đỏ/ Sổ hồng,,,4 tầng,5 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ha-huy-tap-phuong-tan-phong-9-prj-the-sculptura/tong-quan-du-an-moi-nhat-tai-phu-my-hung-2025-truc-tiep-cdt-uu-dai-hap-dan-pr44170762,116 m²,,,Thỏa thuận,,Cơ bản,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/pkd-gio-tu-1pn-2pn-3pn-4pn-doc-quyen-t10-2025-cam-ket-gia-tot-nhat-tt-pr44312518,48 m²,Tây - Bắc,Đông - Nam,"6,4 tỷ",,Full,Sổ đỏ/ Sổ hồng,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-sunwah-pearl/-2pn-97-21m2-toa-wh-view-song-noi-khu-gia-13-ty-all-in-pr43445287,107 m²,,,"13,9 tỷ",,Đầy đủ,Hợp đồng mua bán,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/-can-gio-mo-ban-voi-muc-gia-lam-chan-dong-thi-truong-dau-tu-pr44311571,75 m²,Tây - Bắc,Đông - Nam,Thỏa thuận,5 m,Không nội thất,Hợp đồng mua bán,5 phòng,5 phòng,4 tầng,17 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/gio-hang-q7-ban-gia-cdt-2pn-3-150-ty-4ty-bank-tro-vay-70-lh-0899121989-pr37347305,65 m²,,,"5,68 tỷ",,Cơ bản,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-nguyen-giap-phuong-an-phu-prj-lumiere-riverside/tin-gia-that-em-hiep-chuyen-ban-quan-2-da-co-so-ng-pr44079349,"74,2 m²",,,10 tỷ,,"Nội thất cơ bản gồm: Hệ thống máy lạnh âm trần, tủ quần áo, bếp điện từ, lò nướng, máy hút mùi.",Đã có sổ.,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-vinmes-gia-re-nhat-thi-truong-tu-89tr-m2-pr42786419,115 m²,Đông - Nam,,12 tỷ,,Cơ bản,Sổ đỏ/sổ hồng,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-xa-long-hoa-prj-vinhomes-green-paradise/doc-quyen-ban-mat-bien-dien-tich-75m2-truc-tiep-tu-cdt-booking-dat-cho-100tr-1-can-pr44207683,75 m²,,Đông - Nam,Thỏa thuận,5 m,,Hợp đồng mua bán,,,,14 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-vinhomes-grand-park/chuyen-ban-stu-1-45ty-1pn-2-05ty-2pn-2-4ty-2pn-2-8t-3pn-3-1-ty-gia-re-pr44126167,47 m²,,,"2,45 tỷ",,,,2 phòng,1 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-long-hoa-prj-vinhomes-green-paradise/ro-hang-dot-1-can-gio-pho-gia-goc-chu-dau-tu-loi-ngay-30-pr44306886,75 m²,,,Thỏa thuận,,Không nội thất,Hợp đồng mua bán,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-an-phu-prj-lumiere-midtown/gio-hang-dac-biet-1pn-4pn-chi-tu-5-8-ty-khu-do-thi-the-global-city-pr43967492,48 m²,,,"7,25 tỷ",,Full nội thất cao cấp,,1 phòng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-mai-chi-tho-phuong-an-phu-prj-eaton-park/eatonpark-qu-2-lien-nut-giao-phu-pr44304194,76 m²,,,"12,6 tỷ",,,,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-co-thach-phuong-an-khanh-prj-the-river-thu-thiem/tan-truong-ban-3pn-thang-rieng-23-8-ty-pr44056529,139 m²,,,"23,8 tỷ",,Đầy đủ.,Sổ đỏ/ Sổ hồng,3 phòng,3 phòng,,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-verosa-park-khang-dien/ban-gap-can-7x15-truc-chinh-gia-18-ty-full-noi-that-lo-goc-6x17-gia-16-5-ty-view-cv-pr43886424,105 m²,,,18 tỷ,,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-bach-dang-phuong-an-khanh-prj-the-river-thu-thiem/cap-nhat-full-gio-hang-chuyen-nhuong-tu-1-4pn-pool-villa-penhouse-gia-tot-nhat-pr42540292,94 m²,,,15 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/ro-si-dot-1-1pn-2pn-3pn-penthouse-gia-tu-58tr-m2-lich-toan-sieu-gian-den-11-2028-pr44267154,80 m²,,,"5,1 tỷ",,,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-phuong-tan-thuan-tay-1-prj-eco-green-sai-gon/ban-1-2-3pn-nha-moi-gia-tot-3-ty-da-co-so-ng-pr41114022,66 m²,,,5 tỷ,,,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-le-van-tho-phuong-9-11/vi-tri-vang-chinh-chu-ban-biet-thu-san-vuon-hem-xe-tai-8m-204m-o-hay-kinh-doanh-deu-duoc-pr44102013,204 m²,,Bắc,33 tỷ,,,,5 phòng,6 phòng,3 tầng,8 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dang-van-bi-phuong-binh-tho-prj-moonlight-residences/-ban-gap-thu-von-1pn-1wc-2-3-ty-2pn-2wc-2-6-ty-bao-full-phi-tang-noi-that-0911460747-pr28995659,68 m²,,,"3,9 tỷ",,,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-6-xa-phuoc-kieng-prj-sadeco-phuoc-kien/ban-tien-6-16m-kdc-dt-5x20-1-tret-3-lau-gia-9-ty-pr25332461,100 m²,Bắc,Bắc,"13,8 tỷ",5 m,,Sổ đỏ/ Sổ hồng,4 phòng,5 phòng,4 tầng,12 m
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-duc-son-phuong-16-1/hiem-hem-oto-sat-mt-khu-an-ninh-5-ty-35-con-thuong-luong-4pn-3wc-xem-ngay-pr43949396,38 m²,,,"5,35 tỷ",,,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,3 tầng,
https://batdongsan.com.vn/ban-kho-nha-xuong-duong-binh-thanh-phuong-binh-hung-hoa-b/ban-305m-ngay-cho-hem-lon-2-xe-tai-tranh-khu-dan-cu-vinh-loc-pr44223353,305 m²,,Tây,"14,6 tỷ",6 m,Không nội thất,Sổ đỏ/ Sổ hồng,,,,8 m
https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-1a-phuong-an-phu-dong-1/-70m2-full-shr-2tang-vf3-trong-them-0-5m-su-dung-hong-thoang-sang-gan-ql-nga-4-ga-pr44312505,70 m²,,,"4,08 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,2 tầng,"2,8 m"
https://batdongsan.com.vn/ban-nha-rieng-duong-thich-quang-duc-phuong-5-16/4-5m-x-9m-x-2-tang-xe-hoi-do-cong-thong-hoang-hoa-tham-pr44134947,"40,8 m²",Đông - Bắc,Đông - Bắc,"4,09 tỷ","4,4 m",Cơ bản.,Sổ hồng riêng.,2 phòng,2 phòng,2 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-thich-quang-duc-phuong-5-16/duy-nhat-1-can-4-4m-x-9-35m-x-2-tang-xe-hoi-do-cong-pr43907290,"40,8 m²",Đông - Nam,Đông - Bắc,"4,09 tỷ","4,4 m",Cơ bản.,Sổ đỏ/ Sổ hồng.,2 phòng,2 phòng,2 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tan-tuc-thi-tran-tan-tuc-prj-westgate/hang-hiem-ban-2pn-2wc-59m2-tang-dep-view-quan-1-gia-tot-nhat-westgate-pr44115035,59 m²,Đông,,"2,6 tỷ",,NTCB,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-au-duong-lan-phuong-3-16/-p3-quan-8-45m2-moi-dep-cach-10m-ra-o-to-do-pr43572845,"44,3 m²",,,"5,18 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,2 tầng,3 m
https://batdongsan.com.vn/ban-dat-duong-nguyen-van-tao-xa-long-thoi/-tho-cu-kdc-cho-ba-choi-tao-pr43568136,85 m²,,,"3,83 tỷ",5 m,,Sổ hồng riêng.,,,,7 m
https://batdongsan.com.vn/ban-dat-duong-vo-thi-thua-phuong-an-phu-dong-1/b-lo-khu-ph-lo-dt-4-5-x-19-gia-4-49ty-tl-pr44312488,"88,8 m²",,,"4,49 tỷ","4,5 m",,Sổ đỏ/ Sổ hồng,,,,8 m
https://batdongsan.com.vn/ban-dat-duong-so-52-phuong-tan-tao/ban-5x20-mat-52-khu-ten-lua-trong-tien-xay-dung-chu-dinh-cu-nuoc-ngoai-ban-nhanh-pr44295675,100 m²,,Đông - Nam,"8,9 tỷ",5 m,,Sổ đỏ/ Sổ hồng,,,,8 m
https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-dinh-cuc-xa-tan-kien/ban-2-tien-binh-chanh-dt-dat-211m2-dt-san-xd-308-2m2-gia-chi-10-ty-tl-pr44232163,211 m²,,Nam,10 tỷ,15 m,Cơ bản,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-xa-nhon-duc-prj-khai-hoan-prime/gio-hang-vip-gia-f0-truc-tiep-cdt-thanh-toan-5-7-trieu-thang-chiet-khau-3-pr43564508,63 m²,,,"3,5 tỷ",,,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/khong-dang-ao-gui-ban-3pn-view-song-gia-tot-nhat-hien-tai-10-5-ty-da-gom-chi-phi-goi-ngay-pr44305693,107 m²,Tây - Bắc,Đông - Nam,"10,5 tỷ",,Cơ bản,Hợp đồng mua bán,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-yersin-phuong-ben-thanh/san-pham-tot-tien-ngang-10m-khu-cho-gia-hap-dan-lh-pr44305343,156 m²,,,98 tỷ,10 m,Không nội thất,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,2 tầng,20 m
https://batdongsan.com.vn/ban-nha-rieng-phuong-6-13/chinh-chu-ban-moi-nguyen-can-3-tang-87m2-3pn-pr44305307,87 m²,,,12 tỷ,,,,3 phòng,4 phòng,3 tầng,
https://batdongsan.com.vn/ban-nha-rieng-duong-han-hai-nguyen-phuong-1-19/tin-that-hem-6m-thong-kinh-doanh-40m2-x-4-tang-ngang-3-7-so-vuong-khong-loi-phong-thuy-pr44305001,40 m²,,,"4,6 tỷ",,,Sổ đỏ/ Sổ hồng,,,4 tầng,6 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/ban-vinmes-gia-tot-nhat-thi-truong-1-2-3-4-png-ngu-tich-da-dang-pr42627656,160 m²,,,23 tỷ,,Đầy đủ,Sổ đỏ/ Sổ hồng,4 phòng,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-prj-masteri-park-place/-song-day-moi-binh-minh-quan-2-global-city-masterise-me-pr44304080,76 m²,,,"9,2 tỷ",,,,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n1-phuong-son-ky-prj-celadon-city/em-dung-chuyen-mua-ban-cap-nhap-tat-ca-gio-hang-tu-1pn-3pn-10-2025-pr44303910,71 m²,,,"4,77 tỷ",,Cơ bản,,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-song-hanh-phuong-an-phu-prj-the-prive/so-huu-khu-biet-lap-hang-sang-trung-tam-sai-gon-pr44302583,"98,5 m²",Đông,Nam,13 tỷ,,Cơ bản,Hợp đồng mua bán,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-quang-dinh-phuong-1-20/chinh-chu-ban-gap-tien-1-binh-thanh-lh-pr44287564,80 m²,,,"16,9 tỷ",,,,,,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lo-lu-phuong-truong-thanh-prj-chung-cu-elysian/chinh-chu-gui-ban-thu-duc-3pn-2wc-100m2-gd-1-6-ty-460-tr-hh-1-lh-pr44301895,100 m²,,,"6,46 tỷ",,Cơ bản,Hợp đồng mua bán,3 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ton-duc-thang-phuong-ben-nghe-prj-vinhomes-golden-river-ba-son/gio-hang-200-cty-em-doc-quyen-xa-lo-1pn-8-6ty-2pn-10-8ty-3pn-20-9ty-4pn-60ty-pr44239922,160 m²,Đông - Bắc,Đông - Nam,59 tỷ,,Full nội thất,Sổ đỏ/ Sổ hồng,4 phòng,,,
https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-dinh-phung-phuong-17-3/doc-quyen-ban-145-147-149-9-5x28m-250m2-pr44300777,246 m²,,,95 tỷ,,,Sổ đỏ/ Sổ hồng,,,4 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-vinhomes-grand-park/re-n-500tr-gio-hang-cdt-chi-3-9-ty-2pn-69m2-view-noi-khu-co-koi-xanh-mat-tt-tien-do-2026-pr44262643,69 m²,Đông - Nam,Tây - Bắc,"3,91 tỷ",,Cơ bản,Hợp đồng mua bán,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-thanh-my-prj-vinhomes-grand-park/-2-3-png-ngu-vinmes-kng-gian-song-dang-cap-giua-dai-do-thi-xanh-quan-9-pr44298798,60 m²,,,"3,5 tỷ",,,Sổ đỏ/ Sổ hồng,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-dinh-chinh-phuong-11-9/can-ban-gap-toa-can-ho-cho-thue-145-12a-p11-phu-nhuan-gia-giam-31-ty-tl-pr42946629,"90,2 m²",,,31 tỷ,"7,8 m",- Nội thất cao cấp và trang bị đầy đủ trang thiết bị đồ dùng nhà bếp cho 7 căn hộ.,Sổ đỏ/sổ hồng.,14 phòng,16 phòng,8 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-an-phu-prj-masteri-park-place/79-suat-noi-bo-tang-500tr-goi-noi-that-va-ck-22-khi-khach-booking-som-tai-ct5-the-global-city-pr44296179,53 m²,,,"6,5 tỷ",,,Hợp đồng mua bán,1 phòng,1 phòng,,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ben-van-don-phuong-1-prj-the-gold-view/ban-2-png-ngu-68m2-tang-cao-song-vuon-gia-tot-5ty45-all-lh-pr44294966,68 m²,Đông - Nam,Tây - Bắc,"5,45 tỷ",,Đầy đủ,Hợp đồng mua bán,2 phòng,1 phòng,,
https://batdongsan.com.vn/ban-dat-duong-le-van-khuong-phuong-thoi-an-1/b-mat-tien-tai-712-qu-12-pr38009698,"957,9 m²",,,55 tỷ,16 m,,SĐCC sẵn sàng giao dịch.,,,,
https://batdongsan.com.vn/ban-nha-rieng-duong-pham-duc-son-phuong-16-1/hiem-hem-oto-sat-mt-khu-an-ninh-5-ty-35-con-thuong-luong-4pn-3wc-xem-ngay-pr43949396,38 m²,,,"5,35 tỷ",,,Sổ đỏ/ Sổ hồng,4 phòng,3 phòng,3 tầng,
https://batdongsan.com.vn/ban-kho-nha-xuong-duong-binh-thanh-phuong-binh-hung-hoa-b/ban-305m-ngay-cho-hem-lon-2-xe-tai-tranh-khu-dan-cu-vinh-loc-pr44223353,305 m²,,Tây,"14,6 tỷ",6 m,Không nội thất,Sổ đỏ/ Sổ hồng,,,,8 m
https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-1a-phuong-an-phu-dong-1/-70m2-full-shr-2tang-vf3-trong-them-0-5m-su-dung-hong-thoang-sang-gan-ql-nga-4-ga-pr44312505,70 m²,,,"4,08 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,3 phòng,2 phòng,2 tầng,"2,8 m"
https://batdongsan.com.vn/ban-nha-rieng-duong-thich-quang-duc-phuong-5-16/4-5m-x-9m-x-2-tang-xe-hoi-do-cong-thong-hoang-hoa-tham-pr44134947,"40,8 m²",Đông - Bắc,Đông - Bắc,"4,09 tỷ","4,4 m",Cơ bản.,Sổ hồng riêng.,2 phòng,2 phòng,2 tầng,6 m
https://batdongsan.com.vn/ban-nha-rieng-duong-thich-quang-duc-phuong-5-16/duy-nhat-1-can-4-4m-x-9-35m-x-2-tang-xe-hoi-do-cong-pr43907290,"40,8 m²",Đông - Nam,Đông - Bắc,"4,09 tỷ","4,4 m",Cơ bản.,Sổ đỏ/ Sổ hồng.,2 phòng,2 phòng,2 tầng,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tan-tuc-thi-tran-tan-tuc-prj-westgate/hang-hiem-ban-2pn-2wc-59m2-tang-dep-view-quan-1-gia-tot-nhat-westgate-pr44115035,59 m²,Đông,,"2,6 tỷ",,NTCB,Sổ đỏ/ Sổ hồng,2 phòng,2 phòng,,
https://batdongsan.com.vn/ban-nha-rieng-duong-au-duong-lan-phuong-3-16/-p3-quan-8-45m2-moi-dep-cach-10m-ra-o-to-do-pr43572845,"44,3 m²",,,"5,18 tỷ",4 m,Đầy đủ,Sổ đỏ/ Sổ hồng,2 phòng,3 phòng,2 tầng,3 m
https://batdongsan.com.vn/ban-dat-duong-nguyen-van-tao-xa-long-thoi/-tho-cu-kdc-cho-ba-choi-tao-pr43568136,85 m²,,,"3,83 tỷ",5 m,,Sổ hồng riêng.,,,,7 m
https://batdongsan.com.vn/ban-dat-duong-vo-thi-thua-phuong-an-phu-dong-1/b-lo-khu-ph-lo-dt-4-5-x-19-gia-4-49ty-tl-pr44312488,"88,8 m²",,,"4,49 tỷ","4,5 m",,Sổ đỏ/ Sổ hồng,,,,8 m
